Date,Campaign name,Ad set name,Ad name,External destination URL,Reach,Amount spent,Impressions,Post engagements,Page likes,Post reactions,Clicks to play video,Three-second video views,Video watches at 100%,Video average watch time,Post comments,Post shares
2018-05-21,2.38E+16,5th District,healthrisk_arsenic_aggressive_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_aggressive_6,1046,30.14,1049,210,,4,202,,100,3,,
2018-05-21,2.38E+16,5th District,healthrisk_arsenic_emotional_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_emotional_6,8854,250.29,9235,2373,,29,2289,,1152,4,,
2018-05-21,2.38E+16,7th District,healthrisk_mercury_aggressive_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_mercury_aggressive_6,157,5.34,159,46,,0,45,,27,4,,
2018-05-21,2.38E+16,6th District,healthrisk_smoke_aggressive_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_aggressive_6,241,8.04,242,90,,0,89,,50,4,,
2018-05-21,2.38E+16,7th District,healthrisk_smoke_fact_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_fact_6,857,28.37,866,268,,1,264,,148,4,,
2018-05-21,2.38E+16,8th District,healthrisk_arsenic_fact_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_fact_6,1049,27.91,1060,282,,6,269,,145,4,,
2018-05-21,2.38E+16,8th District,healthrisk_arsenic_aggressive_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_aggressive_6,8834,222.94,9247,2449,,21,2402,,1123,3,,
2018-05-21,2.38E+16,8th District,healthrisk_smoke_emotional_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_emotional_6,4098,111.07,4164,1301,,9,1276,,728,4,,
2018-05-21,2.38E+16,8th District,healthrisk_arsenic_emotional_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_emotional_6,2621,67.97,2625,649,,3,643,,310,3,,
2018-05-21,2.38E+16,8th District,healthrisk_mercury_emotional_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_mercury_emotional_6,1711,44.27,1732,424,,4,413,,215,3,,
2018-05-21,2.38E+16,8th District,healthrisk_mercury_aggressive_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_mercury_aggressive_6,9,0.25,9,4,,0,4,,2,3,,
2018-05-21,2.38E+16,8th District,healthrisk_smoke_aggressive_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_aggressive_6,182,4.87,184,63,,0,63,,38,6,,
2018-05-21,2.38E+16,8th District,healthrisk_mercury_fact_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_mercury_fact_6,1174,32.75,1177,294,,1,291,,155,3,,
2018-05-21,2.38E+16,8th District,healthrisk_smoke_fact_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_fact_6,668,18.66,670,219,,3,214,,118,4,,
2018-05-21,2.38E+16,6th District,healthrisk_smoke_emotional_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_emotional_6,3450,110.27,3520,1225,,11,1199,,726,5,,
2018-05-21,2.38E+16,6th District,healthrisk_mercury_aggressive_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_mercury_aggressive_6,1648,49.88,1665,395,,4,388,,222,4,,
2018-05-21,2.38E+16,6th District,healthrisk_arsenic_aggressive_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_aggressive_6,7664,224.63,7819,2131,,12,2089,,1015,4,,
2018-05-21,2.38E+16,4th District,healthrisk_smoke_aggressive_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_aggressive_6,676,22.82,682,238,,3,229,,150,5,,
2018-05-21,2.38E+16,6th District,healthrisk_arsenic_fact_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_fact_6,926,28.15,929,246,,3,241,,125,3,,
2018-05-21,2.38E+16,6th District,healthrisk_mercury_fact_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_mercury_fact_6,998,32.28,1005,284,,4,275,,151,3,,
2018-05-21,2.38E+16,6th District,healthrisk_arsenic_emotional_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_emotional_6,360,10.74,361,93,,3,84,,41,3,,
2018-05-21,2.38E+16,6th District,healthrisk_smoke_fact_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_fact_6,158,5.17,158,53,,1,50,,31,4,,
2018-05-21,2.38E+16,6th District,healthrisk_mercury_emotional_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_mercury_emotional_6,46,1.6,46,13,,0,12,,9,4,,
2018-05-21,2.38E+16,4th District,healthrisk_smoke_fact_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_fact_6,1349,45.37,1361,469,,3,457,,274,5,,
2018-05-21,2.38E+16,4th District,healthrisk_mercury_fact_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_mercury_fact_6,1114,38.8,1126,340,,5,328,,192,4,,
2018-05-21,2.38E+16,4th District,healthrisk_arsenic_aggressive_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_aggressive_6,2794,91.51,2888,900,,11,874,,453,4,,
2018-05-21,2.38E+16,4th District,healthrisk_smoke_emotional_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_emotional_6,223,8.07,226,80,,1,79,,43,5,,
2018-05-21,2.38E+16,4th District,healthrisk_arsenic_emotional_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_emotional_6,979,28.5,985,237,,4,233,,110,3,,
2018-05-21,2.38E+16,4th District,healthrisk_mercury_emotional_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_mercury_emotional_6,481,15.76,481,130,,0,129,,68,3,,
2018-05-21,2.38E+16,4th District,healthrisk_arsenic_fact_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_fact_6,371,11.5,373,103,,0,102,,52,3,,
2018-05-21,2.38E+16,4th District,healthrisk_mercury_aggressive_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_mercury_aggressive_6,132,4.36,132,31,,1,30,,12,4,,
2018-05-21,2.38E+16,4th District,healthrisk_mercury_V2_emotional_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_mercury_V2_emotional_6,642,21.8,653,198,,2,194,,111,4,,
2018-05-21,2.38E+16,6th District,healthrisk_mercury_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_mercury_V2_aggressive_6,1165,43.46,1171,322,,4,311,,182,4,,
2018-05-21,2.38E+16,14th District,healthrisk_arsenic_emotional_6 - Copy,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_emotional_6,11976,151.99,12351,1931,,10,1896,,764,2,,
2018-05-21,2.38E+16,6th District,healthrisk_smoke_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_6,2832,85.71,2870,867,,8,840,,457,4,,
2018-05-21,2.38E+16,11th District,healthrisk_smoke_V2_emotional_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_15,1416,53.99,1439,418,,2,408,,46,4,,
2018-05-21,2.38E+16,10th District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,1408,51.88,1425,436,,9,423,,55,4,,
2018-05-21,2.38E+16,9th District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,4386,92.01,4444,1022,,9,1002,,122,3,,
2018-05-21,2.38E+16,9th District,healthrisk_smoke_V2_aggressive_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_15,3881,94.78,3951,995,,6,978,,123,5,,
2018-05-21,2.38E+16,5th District,healthrisk_smoke_V2_emotional_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_15,1694,51.51,1709,484,,10,462,,55,4,,
2018-05-21,2.38E+16,10th District,healthrisk_smoke_V2_aggressive_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_15,652,21.04,664,195,,0,187,,28,4,,
2018-05-21,2.38E+16,9th District,healthrisk_smoke_V2_emotional_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_15,1669,44.64,1688,418,,3,410,,53,4,,
2018-05-21,2.38E+16,12th District,healthrisk_smoke_V2_emotional_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_15,2604,45.76,2650,627,,3,614,,73,3,,
2018-05-21,2.38E+16,12th District,healthrisk_smoke_V2_emotional_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_6,7256,105.55,7421,1878,,12,1850,,894,3,,
2018-05-21,2.38E+16,12th District,healthrisk_smoke_V2_fact_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_6,3994,97.25,4057,1119,,7,1099,,538,3,,
2018-05-21,2.38E+16,12th District,healthrisk_smoke_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_6,1801,49.52,1830,514,,4,501,,255,4,,
2018-05-21,2.38E+16,6th District,healthrisk_smoke_V2_emotional_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_6,4285,112.66,4352,1284,,12,1248,,619,4,,
2018-05-21,2.38E+16,6th District,healthrisk_smoke_V2_fact_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_6,1067,40.71,1083,329,,7,314,,181,5,,
2018-05-21,2.38E+16,7th District,healthrisk_smoke_V2_emotional_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_15,672,24.11,679,219,,5,209,,24,4,,
2018-05-21,2.38E+16,3rd District,healthrisk_smoke_V2_emotional_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_6,4765,111.08,4850,1314,,7,1286,,629,4,,
2018-05-21,2.38E+16,3rd District,healthrisk_smoke_V2_fact_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_6,1348,35.28,1360,342,,4,334,,176,4,,
2018-05-21,2.38E+16,3rd District,healthrisk_smoke_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_6,1444,33.26,1462,418,,3,408,,220,5,,
2018-05-21,2.38E+16,13th District,healthrisk_smoke_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_6,15421,190.13,15898,2907,,10,2861,,1376,2,,
2018-05-21,2.38E+16,13th District,healthrisk_smoke_V2_fact_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_6,3597,38.64,3638,563,,1,556,,260,2,,
2018-05-21,2.38E+16,13th District,healthrisk_smoke_V2_emotional_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_6,3325,32.5,3391,609,,6,597,,286,2,,
2018-05-21,2.38E+16,11th District,healthrisk_smoke_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_6,1059,28.71,1069,301,,2,291,,156,4,,
2018-05-21,2.38E+16,11th District,healthrisk_smoke_V2_fact_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_6,2942,69.33,2998,943,,5,924,,462,4,,
2018-05-21,2.38E+16,11th District,healthrisk_smoke_V2_emotional_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_6,3749,91.87,3820,1182,,7,1160,,596,4,,
2018-05-21,2.38E+16,5th District,healthrisk_smoke_V2_emotional_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_6,4570,111.46,4650,1151,,19,1110,,608,4,,
2018-05-21,2.38E+16,5th District,healthrisk_smoke_V2_fact_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_6,3328,84.64,3366,832,,10,810,,456,4,,
2018-05-21,2.38E+16,5th District,healthrisk_smoke_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_6,1545,40.75,1574,444,,7,428,,236,4,,
2018-05-21,2.38E+16,4th District,healthrisk_smoke_V2_fact_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_6,1070,31.58,1092,329,,8,316,,182,5,,
2018-05-21,2.38E+16,14th District,healthrisk_smoke_V2_emotional_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_15,2890,36.04,2918,405,,2,395,,47,3,,
2018-05-21,2.38E+16,7th District,healthrisk_smoke_V2_aggressive_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_15,1781,60.22,1797,579,,5,567,,84,5,,
2018-05-21,2.38E+16,4th District,healthrisk_smoke_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_6,841,26.66,852,282,,10,263,,150,5,,
2018-05-21,2.38E+16,8th District,healthrisk_smoke_V2_emotional_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_15,2689,75.26,2740,770,,9,748,,75,4,,
2018-05-21,2.38E+16,11th District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,3132,74.61,3177,854,,2,843,,98,3,,
2018-05-21,2.38E+16,11th District,healthrisk_smoke_V2_aggressive_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_15,1485,45.79,1503,440,,1,433,,57,4,,
2018-05-21,2.38E+16,3rd District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,1570,50.54,1581,405,,8,385,,48,4,,
2018-05-21,2.38E+16,3rd District,healthrisk_smoke_V2_emotional_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_15,4344,92.7,4428,1085,,10,1059,,133,4,,
2018-05-21,2.38E+16,10th District,healthrisk_smoke_V2_emotional_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_15,2165,71.14,2196,672,,9,656,,81,4,,
2018-05-21,2.38E+16,2nd District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,3042,95.58,3092,823,,5,810,,122,4,,
2018-05-21,2.38E+16,13th District,healthrisk_smoke_V2_emotional_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_15,7104,71.26,7104,956,,3,932,,90,2,,
2018-05-21,2.38E+16,12th District,healthrisk_smoke_V2_aggressive_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_15,5923,94.31,6074,1311,,5,1289,,139,3,,
2018-05-21,2.38E+16,8th District,healthrisk_smoke_V2_aggressive_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_15,3766,89.73,3812,992,,2,981,,93,4,,
2018-05-21,2.38E+16,13th District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,5088,52.81,5274,661,,1,650,,82,3,,
2018-05-21,2.38E+16,6th District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,3813,113.13,3874,996,,10,976,,109,3,,
2018-05-21,2.38E+16,2nd District,healthrisk_smoke_V2_emotional_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_15,1234,40.11,1247,337,,5,323,,40,4,,
2018-05-21,2.38E+16,4th District,healthrisk_smoke_V2_aggressive_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_15,1571,49.4,1597,509,,9,487,,77,5,,
2018-05-21,2.38E+16,5th District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,2788,72.29,2827,686,,8,666,,83,4,,
2018-05-21,2.38E+16,2nd District,healthrisk_smoke_V2_aggressive_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_15,2482,85.33,2512,676,,8,651,,88,4,,
2018-05-21,2.38E+16,1st District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,13,0.31,13,4,,0,4,,0,2,,
2018-05-21,2.38E+16,13th District,healthrisk_smoke_V2_aggressive_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_15,3519,34.69,3573,542,,2,536,,49,2,,
2018-05-21,2.38E+16,8th District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,1461,43.35,1483,432,,5,420,,53,4,,
2018-05-21,2.38E+16,4th District,healthrisk_smoke_V2_emotional_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_15,694,22.64,703,237,,2,229,,40,6,,
2018-05-21,2.38E+16,6th District,healthrisk_smoke_V2_emotional_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_15,3988,121.1,4070,1088,,10,1067,,126,4,,
2018-05-21,2.38E+16,12th District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,5727,107.6,5886,1346,,8,1321,,132,3,,
2018-05-21,2.38E+16,14th District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,7143,99.34,7241,1048,,1,1034,,103,2,,
2018-05-21,2.38E+16,14th District,healthrisk_smoke_V2_aggressive_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_15,4110,72.51,4177,738,,4,721,,82,3,,
2018-05-21,2.38E+16,4th District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,545,19.68,549,159,,2,154,,21,4,,
2018-05-21,2.38E+16,7th District,healthrisk_smoke_V2_fact_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_fact_15,2648,76.89,2682,681,,4,669,,68,4,,
2018-05-21,2.38E+16,6th District,healthrisk_smoke_V2_aggressive_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_15,1574,53.14,1588,484,,6,471,,66,4,,
2018-05-21,2.38E+16,5th District,healthrisk_smoke_V2_aggressive_15,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_15,1430,46.85,1444,390,,7,379,,54,4,,
2018-05-21,2.38E+16,4th District,healthrisk_smoke_V2_emotional_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_emotional_6,2082,67.02,2114,673,,5,655,,367,4,,
2018-05-21,2.38E+16,7th District,healthrisk_smoke_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_smoke_V2_aggressive_6,1865,61.17,1884,619,,7,603,,348,5,,
2018-05-21,2.38E+16,6th District,healthrisk_mercury_V2_emotional_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_mercury_V2_emotional_6,1183,39.13,1194,329,,10,312,,191,4,,
2018-05-21,2.38E+16,2nd District,healthrisk_arsenic_V2_fact_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_fact_6,1074,34.32,1086,272,,8,259,,139,3,,
2018-05-21,2.38E+16,6th District,healthrisk_arsenic_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_aggressive_6,1650,43.42,1677,399,,3,391,,185,3,,
2018-05-21,2.38E+16,5th District,healthrisk_arsenic_V2_fact_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_fact_6,4583,102.58,4693,889,,15,863,,429,3,,
2018-05-21,2.38E+16,5th District,healthrisk_arsenic_V2_emotional_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_emotional_6,1724,44.43,1736,418,,0,410,,159,3,,
2018-05-21,2.38E+16,5th District,healthrisk_arsenic_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_aggressive_6,1591,49.47,1614,675,,5,664,,260,4,,
2018-05-21,2.38E+16,1st District,healthrisk_arsenic_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_aggressive_6,7,0.19,7,1,,0,1,,0,2,,
2018-05-21,2.38E+16,13th District,healthrisk_arsenic_V2_emotional_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_emotional_6,7182,76.39,7268,1019,,4,1003,,400,2,,
2018-05-21,2.38E+16,13th District,healthrisk_arsenic_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_aggressive_6,11653,134.73,11760,2070,,7,2043,,753,2,,
2018-05-21,2.38E+16,13th District,healthrisk_arsenic_V2_fact_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_fact_6,5684,68.97,5871,623,,1,608,,255,2,,
2018-05-21,2.38E+16,12th District,healthrisk_arsenic_V2_fact_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_fact_6,5469,87.49,5494,946,,1,942,,412,2,,
2018-05-21,2.38E+16,12th District,healthrisk_arsenic_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_aggressive_6,2458,58.62,2490,459,,3,447,,193,3,,
2018-05-21,2.38E+16,12th District,healthrisk_arsenic_V2_emotional_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_emotional_6,2292,33.64,2317,981,,1,975,,352,3,,
2018-05-21,2.38E+16,2nd District,healthrisk_arsenic_V2_aggressive_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_aggressive_6,2959,86.45,3022,852,,4,838,,353,3,,
2018-05-21,2.38E+16,2nd District,healthrisk_arsenic_V2_emotional_6,http://www.shadyschuette.com/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=healthrisk_arsenic_V2_emotional_6,906,28.56,923,293,,2,285,,126,4,,
