Date,Campaign name,Ad set name,Ad name,External destination URL,Reach,Amount spent,Impressions,Post engagements,Page likes,Post reactions,Clicks to play video,Three-second video views,Video watches at 100%,Video average watch time,Post comments,Post shares
2018-05-11,2.38E+16,Calhoun,enbridge_wouldyou_fact_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_Would-You_15,663,4.08,685,72,,2,70,,7,2,,
2018-05-11,2.38E+16,St. Joseph,enbridge_wouldyou_fact_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_Would-You_15,243,1.55,256,22,,0,22,,1,1,,
2018-05-11,2.38E+16,Livingston,enbridge_wouldyou_fact_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_Would-You_15,632,3.89,656,94,,0,92,,9,2,,
2018-05-11,2.38E+16,Berrien,enbridge_wouldyou_fact_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_Would-You_15,422,2.52,438,56,,0,56,,10,2,,
2018-05-11,2.38E+16,Van Buren,enbridge_wouldyou_fact_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_Would-You_15,342,2.02,345,29,,0,29,,3,1,,
2018-05-11,2.38E+16,St.Clair,enbridge_whatwillittake_fact_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_Whats-It-Going-To-Take_15,229,1.46,241,47,,0,47,,5,3,,
2018-05-11,2.38E+16,St.Clair,enbridge_whatwillittake_emotional_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Emotional_Whats-It-Going-To-Take_15,77,0.47,78,13,,0,13,,0,3,,
2018-05-11,2.38E+16,St.Clair,enbridge_whatwillittake_aggressive_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Aggressive_Whats-It-Going-To-Take_15,85,0.57,85,17,,0,17,,4,3,,
2018-05-11,2.38E+16,Oakland,enbridge_whatwillittake_emotional_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Emotional_Whats-It-Going-To-Take_15,991,6.18,1025,197,,0,196,,29,3,,
2018-05-11,2.38E+16,Oakland,enbridge_whatwillittake_aggressive_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Aggressive_Whats-It-Going-To-Take_15,175,1.14,175,34,,0,33,,5,2,,
2018-05-11,2.38E+16,Cass,enbridge_wouldyou_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Emotional_WouldYou_6,150,0.89,152,24,,0,24,,10,3,,
2018-05-11,2.38E+16,Calhoun,enbridge_wouldyou_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Emotional_WouldYou_6,629,4.24,653,161,,0,160,,78,2,,
2018-05-11,2.38E+16,Berrien,enbridge_GreatLakes_aggressive_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_30,1655,9.86,1709,207,,2,203,,11,2,,
2018-05-11,2.38E+16,St. Joseph,enbridge_GreatLakes_aggressive_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_15,164,0.98,166,22,,0,22,,2,2,,
2018-05-11,2.38E+16,Wayne,enbridge_GreatLakes_fact_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_30,2703,15.66,2719,269,,1,264,,10,2,,
2018-05-11,2.38E+16,Wayne,enbridge_GreatLakes_emotional_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_30,6098,35.85,6300,741,,1,731,,47,2,,
2018-05-11,2.38E+16,Van Buren,enbridge_GreatLakes_fact_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_30,581,3.48,588,52,,0,52,,1,2,,
2018-05-11,2.38E+16,Wayne,enbridge_GreatLakes_aggressive_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_30,7818,44.09,7873,857,,1,846,,46,2,,
2018-05-11,2.38E+16,Wayne,enbridge_GreatLakes_aggressive_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_15,1517,9.14,1526,199,,1,197,,33,2,,
2018-05-11,2.38E+16,Wayne,enbridge_GreatLakes_emotional_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_15,11572,73.99,11596,1817,,14,1776,,306,2,,
2018-05-11,2.38E+16,Wayne,enbridge_GreatLakes_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_6,85,0.51,85,13,,1,11,,6,1,,
2018-05-11,2.38E+16,Wayne,enbridge_GreatLakes_fact_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_15,5507,35.77,5507,787,,2,779,,116,2,,
2018-05-11,2.38E+16,Wayne,enbridge_GreatLakes_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_6,483,3.09,487,25,,0,25,,14,1,,
2018-05-11,2.38E+16,Wayne,enbridge_GreatLakes_aggressive_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_6,94,0.55,94,6,,0,6,,4,1,,
2018-05-11,2.38E+16,St. Joseph,enbridge_GreatLakes_aggressive_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_6,16,0.08,16,1,,0,1,,0,1,,
2018-05-11,2.38E+16,Berrien,enbridge_GreatLakes_fact_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_15,269,1.63,271,25,,1,23,,6,2,,
2018-05-11,2.38E+16,Berrien,enbridge_GreatLakes_emotional_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_15,204,1.36,205,23,,0,23,,4,2,,
2018-05-11,2.38E+16,Berrien,enbridge_GreatLakes_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_6,3,0.02,3,0,,0,0,,0,0,,
2018-05-11,2.38E+16,Van Buren,enbridge_GreatLakes_aggressive_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_30,2378,13.97,2470,222,,0,219,,16,2,,
2018-05-11,2.38E+16,St. Joseph,enbridge_GreatLakes_emotional_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_15,289,1.89,294,39,,0,39,,2,2,,
2018-05-11,2.38E+16,Berrien,enbridge_GreatLakes_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_6,46,0.3,46,0,,0,0,,0,0,,
2018-05-11,2.38E+16,Berrien,enbridge_GreatLakes_aggressive_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_15,509,2.98,511,49,,0,48,,5,2,,
2018-05-11,2.38E+16,Berrien,enbridge_GreatLakes_aggressive_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_6,1,0,1,0,,0,0,,0,1,,
2018-05-11,2.38E+16,St. Joseph,enbridge_GreatLakes_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_6,33,0.22,33,0,,0,0,,0,0,,
2018-05-11,2.38E+16,Cass,enbridge_GreatLakes_aggressive_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_15,31,0.19,31,3,,0,3,,0,2,,
2018-05-11,2.38E+16,St. Joseph,enbridge_GreatLakes_fact_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_15,215,1.3,216,26,,0,25,,1,2,,
2018-05-11,2.38E+16,Cass,enbridge_GreatLakes_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_6,1,0,1,0,,0,0,,0,0,,
2018-05-11,2.38E+16,St. Joseph,enbridge_GreatLakes_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_6,5,0.03,5,0,,0,0,,0,0,,
2018-05-11,2.38E+16,Cass,enbridge_GreatLakes_fact_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_15,58,0.32,58,9,,0,9,,0,2,,
2018-05-11,2.38E+16,Cass,enbridge_GreatLakes_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_6,3,0.01,3,2,,0,2,,1,5,,
2018-05-11,2.38E+16,Kalamazoo,enbridge_GreatLakes_emotional_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_15,312,1.87,312,42,,0,39,,5,3,,
2018-05-11,2.38E+16,Kalamazoo,enbridge_GreatLakes_fact_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_15,626,3.69,639,94,,0,90,,9,2,,
2018-05-11,2.38E+16,Kalamazoo,enbridge_GreatLakes_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_6,1,0,1,0,,0,0,,0,1,,
2018-05-11,2.38E+16,Van Buren,enbridge_GreatLakes_emotional_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_30,678,4.1,705,77,,0,75,,5,2,,
2018-05-11,2.38E+16,St.Clair,enbridge_GreatLakes_fact_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_30,385,2.34,408,54,,0,53,,0,2,,
2018-05-11,2.38E+16,Kalamazoo,enbridge_GreatLakes_aggressive_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_15,749,4.41,771,99,,1,95,,14,3,,
2018-05-11,2.38E+16,Calhoun,enbridge_GreatLakes_fact_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_30,1251,7.43,1299,163,,0,159,,8,2,,
2018-05-11,2.38E+16,Cass,enbridge_GreatLakes_fact_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_30,28,0.15,28,1,,0,1,,0,1,,
2018-05-11,2.38E+16,Berrien,enbridge_GreatLakes_emotional_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_30,470,2.77,483,39,,0,39,,2,2,,
2018-05-11,2.38E+16,Cass,enbridge_GreatLakes_aggressive_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_30,150,0.87,153,13,,1,12,,0,1,,
2018-05-11,2.38E+16,St. Joseph,enbridge_GreatLakes_fact_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_30,87,0.51,88,9,,0,8,,0,2,,
2018-05-11,2.38E+16,Kalamazoo,enbridge_GreatLakes_aggressive_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_30,1355,8.09,1399,130,,0,130,,3,2,,
2018-05-11,2.38E+16,St. Joseph,enbridge_GreatLakes_emotional_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_30,290,1.75,294,34,,1,33,,0,1,,
2018-05-11,2.38E+16,Berrien,enbridge_GreatLakes_fact_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_30,254,1.57,262,26,,0,26,,0,2,,
2018-05-11,2.38E+16,St. Joseph,enbridge_GreatLakes_aggressive_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_30,705,4.3,734,80,,1,78,,1,2,,
2018-05-11,2.38E+16,Kalamazoo,enbridge_GreatLakes_fact_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_30,236,1.43,242,22,,0,22,,2,2,,
2018-05-11,2.38E+16,Kalamazoo,enbridge_GreatLakes_emotional_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_30,579,3.55,596,48,,0,47,,2,1,,
2018-05-11,2.38E+16,Calhoun,enbridge_GreatLakes_aggressive_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_30,1279,7.5,1323,137,,0,135,,6,2,,
2018-05-11,2.38E+16,Ingham,enbridge_GreatLakes_fact_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_30,1160,6.84,1200,141,,0,140,,4,2,,
2018-05-11,2.38E+16,Jackson,enbridge_GreatLakes_fact_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_30,740,4.4,766,88,,0,86,,1,2,,
2018-05-11,2.38E+16,Jackson,enbridge_GreatLakes_emotional_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_30,388,2.33,394,32,,0,31,,2,2,,
2018-05-11,2.38E+16,St.Clair,enbridge_GreatLakes_aggressive_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_30,494,2.87,505,71,,0,71,,2,2,,
2018-05-11,2.38E+16,Jackson,enbridge_GreatLakes_aggressive_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_30,816,4.78,841,93,,0,93,,2,2,,
2018-05-11,2.38E+16,Ingham,enbridge_GreatLakes_emotional_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_30,1024,6.19,1058,140,,1,137,,15,3,,
2018-05-11,2.38E+16,Livingston,enbridge_GreatLakes_aggressive_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_30,574,3.36,589,74,,0,73,,3,2,,
2018-05-11,2.38E+16,Livingston,enbridge_GreatLakes_emotional_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_30,300,1.8,305,44,,0,44,,0,2,,
2018-05-11,2.38E+16,Ingham,enbridge_GreatLakes_aggressive_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_30,1902,11.15,1972,223,,1,221,,10,2,,
2018-05-11,2.38E+16,Calhoun,enbridge_GreatLakes_emotional_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_30,530,3.12,543,77,,0,77,,1,3,,
2018-05-11,2.38E+16,Livingston,enbridge_GreatLakes_fact_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_30,114,0.67,118,19,,0,19,,1,2,,
2018-05-11,2.38E+16,Oakland,enbridge_GreatLakes_aggressive_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_30,1870,11.16,1954,247,,0,242,,5,2,,
2018-05-11,2.38E+16,Oakland,enbridge_GreatLakes_emotional_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_30,410,2.46,422,50,,0,49,,4,2,,
2018-05-11,2.38E+16,Oakland,enbridge_GreatLakes_fact_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_30,1386,8.34,1440,194,,2,191,,5,2,,
2018-05-11,2.38E+16,Macomb,enbridge_GreatLakes_aggressive_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_30,11944,72.24,12685,1197,,3,1173,,49,2,,
2018-05-11,2.38E+16,Macomb,enbridge_GreatLakes_emotional_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_30,2961,16.91,2992,279,,4,268,,19,2,,
2018-05-11,2.38E+16,Macomb,enbridge_GreatLakes_fact_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_30,1311,7.39,1317,131,,2,126,,11,2,,
2018-05-11,2.38E+16,St.Clair,enbridge_GreatLakes_emotional_30,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_30,172,1,175,30,,0,30,,2,3,,
2018-05-11,2.38E+16,Kalamazoo,enbridge_GreatLakes_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_6,12,0.06,12,0,,0,0,,0,0,,
2018-05-11,2.38E+16,Jackson,enbridge_GreatLakes_emotional_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_15,128,0.8,128,9,,0,9,,1,1,,
2018-05-11,2.38E+16,Livingston,enbridge_wouldyou_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Emotional_WouldYou_6,337,2.19,343,76,,0,75,,41,3,,
2018-05-11,2.38E+16,15,enbridge_GreatLakes_aggressive_15,http://defendmichigan.com/line5?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_15,1073,8.25,1098,263,,1,262,,47,3,,
2018-05-11,2.38E+16,Macomb,enbridge_GreatLakes_aggressive_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_6,71,0.43,74,9,,0,8,,3,1,,
2018-05-11,2.38E+16,Macomb,enbridge_GreatLakes_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_6,320,2.07,321,17,,0,17,,6,1,,
2018-05-11,2.38E+16,St.Clair,enbridge_GreatLakes_fact_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_15,186,1.16,187,19,,0,19,,1,2,,
2018-05-11,2.38E+16,St.Clair,enbridge_GreatLakes_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_6,3,0,3,0,,0,0,,0,2,,
2018-05-11,2.38E+16,St.Clair,enbridge_GreatLakes_emotional_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_15,69,0.46,69,6,,0,6,,3,2,,
2018-05-11,2.38E+16,St.Clair,enbridge_GreatLakes_aggressive_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_15,207,1.22,211,24,,0,23,,4,2,,
2018-05-11,2.38E+16,St.Clair,enbridge_GreatLakes_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_6,1,0,1,0,,0,0,,0,2,,
2018-05-11,2.38E+16,Van Buren,enbridge_GreatLakes_fact_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_15,956,6.25,967,104,,0,101,,15,2,,
2018-05-11,2.38E+16,Van Buren,enbridge_GreatLakes_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_6,10,0.04,11,2,,0,2,,2,2,,
2018-05-11,2.38E+16,Van Buren,enbridge_GreatLakes_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_6,52,0.32,53,4,,0,4,,2,1,,
2018-05-11,2.38E+16,Van Buren,enbridge_GreatLakes_aggressive_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_15,1221,7.09,1233,122,,0,118,,14,2,,
2018-05-11,2.38E+16,Van Buren,enbridge_GreatLakes_emotional_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_15,48,0.28,50,6,,0,6,,0,1,,
2018-05-11,2.38E+16,Van Buren,enbridge_GreatLakes_aggressive_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_6,6,0.02,6,1,,0,1,,0,1,,
2018-05-11,2.38E+16,Van Buren,enbridge_wouldyou_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_WouldYou_6,509,3.43,513,98,,0,96,,49,3,,
2018-05-11,2.38E+16,Macomb,enbridge_GreatLakes_emotional_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_15,15092,96,15092,2174,,10,2141,,360,2,,
2018-05-11,2.38E+16,Calhoun,enbridge_wouldyou_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_WouldYou_6,972,6.12,991,197,,1,194,,87,3,,
2018-05-11,2.38E+16,Jackson,enbridge_wouldyou_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_WouldYou_6,1230,7.8,1261,284,,0,284,,139,3,,
2018-05-11,2.38E+16,Macomb,enbridge_wouldyou_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_WouldYou_6,1752,10.52,1761,356,,0,355,,189,3,,
2018-05-11,2.38E+16,Cass,enbridge_wouldyou_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_WouldYou_6,167,1.05,173,35,,0,35,,19,2,,
2018-05-11,2.38E+16,Ingham,enbridge_wouldyou_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_WouldYou_6,3365,20.43,3479,780,,1,774,,412,3,,
2018-05-11,2.38E+16,St. Joseph,enbridge_wouldyou_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_WouldYou_6,183,1.1,189,47,,0,45,,25,3,,
2018-05-11,2.38E+16,Oakland,enbridge_wouldyou_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_WouldYou_6,738,5.14,747,162,,0,162,,91,3,,
2018-05-11,2.38E+16,Wayne,enbridge_wouldyou_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_WouldYou_6,1471,8.91,1481,355,,1,354,,170,3,,
2018-05-11,2.38E+16,Livingston,enbridge_wouldyou_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_WouldYou_6,205,1.29,207,49,,0,49,,22,4,,
2018-05-11,2.38E+16,Kalamazoo,enbridge_wouldyou_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_WouldYou_6,876,5.71,901,204,,0,202,,95,2,,
2018-05-11,2.38E+16,Berrien,enbridge_wouldyou_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_WouldYou_6,75,0.5,75,12,,0,12,,7,3,,
2018-05-11,2.38E+16,St.Clair,enbridge_wouldyou_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Fact_WouldYou_6,593,4.41,607,143,,0,142,,75,3,,
2018-05-11,2.38E+16,Jackson,enbridge_wouldyou_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Emotional_WouldYou_6,264,1.6,267,52,,0,52,,25,2,,
2018-05-11,2.38E+16,Macomb,enbridge_wouldyou_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=Emotional_WouldYou_6,804,4.89,806,167,,0,163,,87,3,,
2018-05-11,2.38E+16,Macomb,enbridge_GreatLakes_aggressive_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_15,765,4.66,766,74,,0,73,,9,2,,
2018-05-11,2.38E+16,Macomb,enbridge_GreatLakes_fact_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=fact_greatlakes_6,48,0.28,48,1,,0,1,,1,1,,
2018-05-11,2.38E+16,Jackson,enbridge_GreatLakes_aggressive_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_15,277,1.62,281,31,,0,30,,8,2,,
2018-05-11,2.38E+16,Livingston,enbridge_GreatLakes_emotional_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_15,64,0.41,66,8,,0,7,,1,2,,
2018-05-11,2.38E+16,Jackson,enbridge_GreatLakes_emotional_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_6,66,0.47,67,6,,0,6,,1,1,,
2018-05-11,2.38E+16,Jackson,enbridge_GreatLakes_aggressive_6,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=aggressive_greatlakes_6,5,0.04,5,1,,0,1,,0,3,,
2018-05-11,2.38E+16,Cass,enbridge_GreatLakes_emotional_15,http://defendmichigan.com/line5/?utm_source=facebook&utm_medium=social&utm_campaign=geo&utm_content=emotional_greatlakes_15,15,0.1,15,3,,0,3,,0,5,,
